surface_name	site_name	species_name	formation_energy	frequencies	reference
Pd	211	CO2	-1.01	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Pt	211	COOH	-1.24	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Pt	211	CO	-1.61	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Pt	211	CO2	-1.05	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Ag	100	COOH	-0.09	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Ag	100	CO	0.21	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Ag	100	CO2	-0.24	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Au	100	COOH	-0.09	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Au	100	CO	0.12	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Au	100	CO2	-0.41	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Cu	100	COOH	-0.31	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Cu	100	CO	-0.42	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Cu	100	CO2	-0.34	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Pd	100	COOH	-0.64	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Pd	100	CO	-1.06	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Pd	100	CO2	-0.88	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Pt	100	COOH	-0.9	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Pt	100	CO	-1.38	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Pt	100	CO2	-0.91	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Fe	1_1	CO2	-3.09	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Fe	1_1	CO	-2.28	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Fe	1_1	COOH	-2.37	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Ni	1_1	CO2	-2.51	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Ni	1_1	CO	-2.09	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Ni	1_1	COOH	-1.91	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Fe	1_2	CO2	-3.06	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Fe	1_2	CO	-2.65	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Fe	1_2	COOH	-2.54	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Ni	1_2	CO2	-3.27	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Ni	1_2	CO	-2.89	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Ni	1_2	COOH	-2.57	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Fe	1_3	CO2	-2.96	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Fe	1_3	CO	-2.43	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Fe	1_3	COOH	-1.89	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Ni	1_3	CO	-3.68	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Ni	1_3	COOH	-2.79	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Fe	2_1	CO2	-1.27	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Fe	2_1	CO	-1.41	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Fe	2_1	COOH	-0.5	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Ni	2_1	CO2	-0.83	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Ni	2_1	CO	-0.41	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Ni	2_1	COOH	-0.71	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Fe	2_2	CO2	-1.3	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Fe	2_2	CO	-1.22	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Fe	2_2	COOH	-1.06	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Ni	2_2	CO2	-0.87	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Ni	2_2	CO	0.51	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Ni	2_2	COOH	-0.62	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Fe	2_3	CO2	-1.54	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Fe	2_3	CO	-1.09	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Fe	2_3	COOH	-0.8	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Ni	2_3	CO2	-0.78	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Ni	2_3	CO	0.04	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Ni	2_3	COOH	-0.87	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Fe	2_4	CO2	-1.84	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Fe	2_4	CO	-1.03	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Fe	2_4	COOH	-1.28	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
Ni	2_4	CO2	-0.98	[1846.027301, 1179.574916, 546.070088, 534.269426, 168.712357, 136.301896, 66.113421, 51.400916, 36.766228]	sv_calc
Ni	2_4	CO	-0.29	[1832.373539, 481.555294, 467.482512, 425.061714, 73.09318, 68.233697]	sv_calc
Ni	2_4	COOH	-0.43	[3579.438347, 1573.100374, 1241.519251, 932.338544, 624.650858, 619.94479, 468.883838, 246.531351, 245.478053, 75.740879, 73.602391, 15.378853]	sv_calc
